"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"1","ENSG00000000005",16.8887147037852,0.853592738336621,0.159459759163824,5.3530291454891,8.64939109540048e-08,3.06808944573151e-05,"TNMD"
"2","ENSG00000000419",307.056998717072,0.138814335204643,0.0419105079956104,3.31216064522963,0.000925783682199971,0.0190205206869661,"DPM1"
"3","ENSG00000001461",332.449820331205,-0.487993562290664,0.115800617858079,-4.21408427102461,2.50793639398089e-05,0.00174136162300367,"NIPAL3"
"4","ENSG00000002330",183.179817735311,-0.290714704682893,0.0781824820176488,-3.7184123243525,0.000200478849618047,0.00715392921828862,"BAD"
"5","ENSG00000004487",499.760677655037,0.136298344761621,0.0443517461150861,3.07312240667927,0.00211831577547023,0.0327315894965414,"KDM1A"
"6","ENSG00000005483",1271.44293146026,0.225642536804196,0.0785659259848022,2.87201524039625,0.00407863296824312,0.049901587650577,"KMT2E"
"7","ENSG00000005801",163.537668647118,0.375805050260754,0.0966020739452491,3.89023791014827,0.000100145988787692,0.00456447513700774,"ZNF195"
"8","ENSG00000005981",13.3855033660297,0.72955151278469,0.211699939392714,3.44615834504957,0.000568617070418974,0.0140300472499463,"ASB4"
"9","ENSG00000006118",3279.27785388564,-0.368417842906934,0.100641034452589,-3.66071200391419,0.000251515343308472,0.00839258866413976,"TMEM132A"
"10","ENSG00000006634",47.1557545780202,0.292200462170583,0.0888238262773687,3.28966308271987,0.00100307410215378,0.0199876894004056,"DBF4"
"11","ENSG00000006747",16355.4123958671,-0.37189509497726,0.117390977769235,-3.16800406678887,0.00153489373393254,0.026908277278309,"SCIN"
"12","ENSG00000006788",10.6821049846007,-0.74298418155951,0.250066863120519,-2.97114208691229,0.00296694478316763,0.040888207793029,"MYH13"
"13","ENSG00000006831",815.289009271979,0.17700383309773,0.0559432825612431,3.1639872562708,0.00155623609568952,0.0270891068891473,"ADIPOR2"
"14","ENSG00000008517",134.903252278924,0.698456801805171,0.176535782789877,3.95646021881304,7.6068548855566e-05,0.00389094204287232,"IL32"
"15","ENSG00000008735",182.321647442839,-0.581419904806561,0.172763666451473,-3.3654061455675,0.000764310643414996,0.0169908130362432,"MAPK8IP2"
"16","ENSG00000008988",3078.47802227289,0.248363364580135,0.060733109407199,4.08942283713693,4.32447896644732e-05,0.00259391715448769,"RPS20"
"17","ENSG00000010810",281.36743307099,0.259430657741017,0.0865891616826495,2.99611005233927,0.00273447726125646,0.0388752294687095,"FYN"
"18","ENSG00000010932",11.9007783943803,-0.642364668669171,0.184280985318901,-3.48578920151502,0.000490687506433005,0.0129137871652699,"FMO1"
"19","ENSG00000011009",1021.60268890779,0.193718422816277,0.0568125316032892,3.40978332331632,0.000650145095709591,0.0152201112291154,"LYPLA2"
"20","ENSG00000011114",904.210797106192,-0.19643943090309,0.0596701997151174,-3.29208603022863,0.000994471855263332,0.0199101806899777,"BTBD7"
"21","ENSG00000012174",468.246611253245,-0.339591429187841,0.0979460867462873,-3.46712605341238,0.000526055132306591,0.013370158245867,"MBTPS2"
"22","ENSG00000012223",135.791889887461,2.35771856316335,0.437962614912738,5.38337858730959,7.31005614062913e-08,2.65978451805534e-05,"LTF"
"23","ENSG00000012822",3040.59013709566,0.14538174556602,0.045542070338469,3.19225157059267,0.0014116832227521,0.0253683206449846,"CALCOCO1"
"24","ENSG00000013016",1118.67724208474,0.396892544093491,0.101551369548021,3.90829336777985,9.29503969333396e-05,0.00435313297472448,"EHD3"
"25","ENSG00000014257",385.740554190205,-0.65213652359304,0.149195319987794,-4.371025335422,1.23664441108843e-05,0.00111482468816187,"ACPP"
"26","ENSG00000015133",118.797298613058,0.319662856278708,0.0987627527291992,3.2366742263169,0.00120931380137392,0.0226288684598834,"CCDC88C"
"27","ENSG00000015153",161.259904027333,0.217126415188783,0.0532193635701409,4.07983862683023,4.50669755766593e-05,0.00265472144579188,"YAF2"
"28","ENSG00000022277",541.107990888391,0.147838687397774,0.0498017995841244,2.96854106944564,0.00299217113946424,0.0410624528869958,"RTFDC1"
"29","ENSG00000023608",19.3147128104715,0.458095022941962,0.136205476623071,3.3632643436921,0.000770265681225265,0.0170998981232009,"SNAPC1"
"30","ENSG00000023909",342.056246164237,-0.380937930338713,0.0903408644964975,-4.21667351161425,2.47932532065592e-05,0.00173388617239208,"GCLM"
"31","ENSG00000031081",474.079144695682,0.264647271928327,0.0760440847217504,3.48018222451735,0.000501072849414995,0.013060711955119,"ARHGAP31"
"32","ENSG00000033170",1660.47505121626,-0.239589043849549,0.0770681209925788,-3.10879570909248,0.00187851558061634,0.0304084709612269,"FUT8"
"33","ENSG00000033867",81.8615889383708,0.369744268481634,0.117480637024923,3.14727837578201,0.001647979834097,0.0280397152794168,"SLC4A7"
"34","ENSG00000034533",150.44764405518,0.566664166787009,0.142717234799085,3.97053773908072,7.17105955487728e-05,0.00372643881391505,"ASTE1"
"35","ENSG00000036530",6.71539864751368,-0.557027328925556,0.179062799726251,-3.11079313948588,0.00186585597532909,0.0302335371891209,"CYP46A1"
"36","ENSG00000037757",218.638669387738,-0.472489458032191,0.118768147594341,-3.97825063034581,6.94241712589284e-05,0.00367790325464914,"MRI1"
"37","ENSG00000038274",473.967397388812,0.13403494982249,0.0406978292882715,3.29341766296899,0.000989773262247605,0.0198404549386906,"MAT2B"
"38","ENSG00000042088",153.985085803052,0.155164368706085,0.0454319714776612,3.41531224948886,0.000637089329350321,0.0150005578456121,"TDP1"
"39","ENSG00000047056",654.721439184906,-0.15322817683573,0.0521620775119082,-2.93753976345649,0.00330827743608419,0.0440662554486414,"WDR37"
"40","ENSG00000047457",16.1000983955188,1.38267473577134,0.333983697626238,4.13994678662038,3.47386394909443e-05,0.00224043628685272,"CP"
